year,month,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
2013,9,18,46,6,37,900,1,9.6,1016,8,0,NE,1.1
2013,9,7,47,5,40,500,1,8.8,1015.9,7.4,0,W,0.8
2013,9,9,9,7,38,300,1,8.6,1016.1,6.7,0,NE,0.7
2013,9,7,7,11,35,300,4,10,1016.5,5.6,0,NE,1.2
2013,9,10,10,14,29,300,11,11,1017,4.7,0,NE,1.1
2013,9,9,9,16,28,400,13,13.2,1017.6,4.3,0,ENE,1.2
2013,9,6,14,16,40,400,4,14.8,1017.9,4.2,0,NE,1.9
2013,9,3,8,19,41,500,6,16,1017.9,3.1,0,NE,2.1
2013,9,12,16,18,34,NA,13,16.5,1017.5,2.8,0,NNE,2.8
2013,9,9,15,13,25,400,19,17.5,1016.8,2.6,0,NE,2.1
2013,9,11,15,7,14,300,36,19.2,1015.7,0.2,0,NE,2.2
2013,9,10,10,4,7,300,49,20,1014.6,1.9,0,ENE,3.2
2013,9,7,7,3,2,200,60,21,1013.8,1.3,0,NE,1.2
2013,9,7,7,3,NA,200,66,22.2,1013.1,-0.5,0,NE,2.3
2013,9,3,3,2,NA,200,69,22.6,1012.5,-2.9,0,W,1.1
2013,9,3,3,1,2,200,79,21.7,1012.5,-1.6,0,W,2.8
2013,9,3,6,4,5,300,73,18.7,1013.1,5.9,0,WSW,1.5
2013,9,10,6,3,18,300,60,17.5,1013.5,6.7,0,W,1.7
2013,9,18,217,8,63,600,40,14.9,1014.3,7.9,0,WSW,0.7
2013,9,24,150,6,65,500,19,11.2,1014.9,9.1,0,W,0.8
2013,9,22,142,4,73,600,1,13.7,1015.1,1,0,WSW,0.4
2013,9,24,72,5,71,800,1,16.9,1015.4,-2.8,0,NE,1.3
2013,9,16,72,4,56,400,7,11.9,1015.9,2.3,0,WNW,0
2013,9,9,9,2,43,300,16,10.3,1016,2.9,0,ESE,0.7
2013,9,8,8,2,38,200,17,9.7,1016.2,3.9,0,S,1.2
2013,9,3,29,2,37,200,14,8.4,1016.5,5.1,0,W,1.2
2013,9,10,46,3,45,600,6,7.3,1016.1,5.1,0,W,0
2013,9,11,39,2,45,600,1,7.2,1016.4,5.2,0,NW,0.6
2013,9,10,49,2,50,600,1,6.5,1016.7,5.3,0,W,1.1
2013,9,12,55,2,49,700,1,8.5,1017.1,6.1,0,W,0.2
2013,9,12,96,3,46,800,1,15.2,1017.2,4,0,W,0
2013,9,15,96,8,57,900,1,18.8,1017.3,2.2,0,WSW,1
2013,9,13,13,12,62,800,6,20.8,1016.8,-3,0,WNW,2
2013,9,19,19,10,57,700,16,21.7,1015.9,0.2,0,SSW,2
2013,9,14,15,14,51,600,27,22.2,1015,1.8,0,SW,1.9
2013,9,17,15,7,20,300,56,23.1,1013.9,0.8,0,SSW,3.5
2013,9,8,14,6,13,300,83,23.5,1012.7,-0.1,0,WSW,3.8
2013,9,6,48,4,11,300,87,23.7,1011.7,1.3,0,WSW,3.4
2013,9,8,23,3,11,300,81,23.8,1011.2,2,0,SW,1.4
2013,9,3,38,3,15,300,81,22.7,1010.8,2.2,0,SW,3.1
2013,9,11,65,3,22,300,76,20.8,1010.6,2.6,0,SW,2
2013,9,11,79,5,28,400,68,19.4,1010.7,2.7,0,WSW,2
2013,9,18,103,6,56,500,37,18.8,1011.2,2.2,0,SW,2.7
2013,9,18,103,6,56,500,37,17.9,1011.4,2.6,0,WSW,0.8
2013,9,22,81,7,50,500,42,12.4,1011.4,6.7,0,W,0.5
2013,9,10,84,5,60,600,20,10.7,1011.6,7,0,W,0.6
2013,9,18,98,4,76,700,1,10.5,1011.7,7.6,0,NE,1.1
2013,9,30,110,6,77,900,1,13.4,1012,6.3,0,NE,1.3
2013,9,37,97,9,80,800,1,11,1011.7,6.9,0,SE,0.5
2013,9,33,118,7,72,700,1,11.5,1011.4,6.8,0,E,0.6
2013,9,33,97,5,69,700,1,8.9,1011.4,6.7,0,NE,0.1
2013,9,33,61,5,64,600,1,12.3,1011.4,5,0,NE,1.3
2013,9,36,76,6,61,600,1,8.9,1011.7,6.5,0,NNE,0
2013,9,24,51,5,55,500,1,9.6,1012.5,8,0,ENE,0.8
2013,9,15,62,5,51,500,1,15.9,1012.9,5.2,0,ENE,1.8
2013,9,26,64,6,48,700,3,18.1,1013.2,3.9,0,ENE,1.6
2013,9,19,28,6,40,600,16,20.1,1013.1,2.9,0,WNW,0.6
2013,9,26,67,10,52,800,21,21.8,1012.5,3.9,0,SE,0.8
2013,9,48,99,22,62,1000,37,22.8,1011.6,3.8,0,E,1.5
2013,9,48,104,30,60,1000,55,23.5,1010.4,3.4,0,SW,2
2013,9,NA,196,29,59,1000,68,24.5,1009.4,5.8,0,SSW,1.6
2013,9,3,154,24,57,1000,84,24.7,1008.5,5.5,0,SSE,2.4
2013,9,3,150,24,46,1000,130,24.4,1007.9,5.7,0,S,2.5
2013,9,3,119,19,40,700,120,23.6,1007.3,6.4,0,SW,1.8
2013,9,3,93,18,38,600,111,21,1007.1,6.9,0,S,1.4
2013,9,3,122,18,54,700,79,18.4,1007.2,8.9,0,SSW,1.2
2013,9,3,174,15,100,1000,21,15.8,1007.7,11.2,0,WNW,0.8
2013,9,3,196,13,121,1400,1,14,1007.9,11,0,SSE,0.7
2013,9,3,170,14,121,1800,1,13,1007.6,11.4,0,E,0
2013,9,3,178,13,115,2100,1,12.3,1007.3,11.2,0,W,0.5
2013,9,3,178,13,115,2100,1,12,1007,11.2,0,SSE,0.5
2013,9,3,193,14,109,2500,1,11.8,1006.9,10.5,0,N,0
2013,9,3,186,12,104,2300,1,11,1006.5,10.1,0,NE,0
2013,9,3,183,14,112,2300,1,10.8,1006.2,10.2,0,ENE,0
2013,9,3,189,15,106,2600,1,10.5,1006.1,10,0,WSW,0.5
2013,9,3,153,11,91,2300,1,9.9,1006.2,9.4,0,W,0.5
2013,9,3,136,10,84,2200,1,9.6,1006.4,9.3,0,W,0.5
2013,9,3,115,9,77,2100,1,10.3,1006.6,10,0,WNW,0.8
2013,9,3,136,9,73,2100,1,14.9,1006.7,11.5,0,NW,0.7
2013,9,3,180,12,80,2100,1,17.5,1006.6,10.8,0,NNE,1.8
2013,9,3,167,19,86,2100,2,19.3,1006.3,10,0,NE,1.3
2013,9,3,201,26,98,2100,10,21,1005.7,9.6,0,ENE,2.1
2013,9,3,236,31,122,2200,26,22.5,1004.9,10.6,0,SW,0.6
2013,9,16,264,30,161,2300,30,24.1,1003.9,11.4,0,SSW,1.1
2013,9,17,266,30,185,2400,44,24.4,1003.2,11.7,0,S,1.9
2013,9,24,236,42,100,1700,160,24.3,1003,10.2,0,SW,3.3
2013,9,43,251,54,48,1600,232,23.6,1002.7,11,0,S,2.2
2013,9,43,319,50,37,1600,234,22.9,1002.6,11.3,0,SSW,1.1
2013,9,NA,300,56,58,1600,225,20.1,1002.9,13.1,0,SSW,0.7
2013,9,14,347,46,81,1800,171,18.1,1003.2,12.3,0,SSW,1.2
2013,9,14,347,46,81,1800,171,17.1,1003.6,12.8,0,SSW,1
2013,9,29,349,23,172,2800,30,18.3,1003.9,12.3,0,SSW,0.7
2013,9,28,332,43,142,2400,70,17.8,1004.1,12.3,0,SSE,0.9
2013,9,26,299,36,111,2000,75,17.1,1004,11.8,0,S,1.3
2013,9,26,299,36,111,2000,75,15.5,1004,11.3,0,SSW,0.5
2013,9,21,270,21,94,1700,41,14.4,1003.9,11.5,0,SSE,1
2013,9,14,195,16,80,1400,44,14.1,1003.6,10.9,0,S,1.2
2013,9,14,197,10,80,1200,31,14.1,1003.5,10.7,0,SSW,1.4
2013,9,16,214,9,79,1200,28,12.9,1003.6,10.3,0,SSW,0.5
2013,9,13,223,9,80,1200,18,12,1004,10.4,0,SSW,0.7
2013,9,15,237,6,72,1300,18,11.6,1004.3,10.2,0,SSW,0.4
2013,9,16,241,6,91,1400,1,11.8,1004.6,11,0,ESE,0
2013,9,20,261,6,91,1500,1,14,1004.9,11.5,0,ESE,0
2013,9,22,299,12,91,1700,1,15.9,1005.1,11.1,0,SSW,0.8
2013,9,23,311,19,87,1700,8,17.3,1005.3,12.4,0,NE,1.2
2013,9,24,315,25,89,1700,20,18,1005,12,0,SE,0.9
2013,9,28,328,29,90,1700,37,18.9,1004.5,12.6,0,W,1.8
2013,9,27,326,29,67,1600,78,20,1004.1,12.5,0,E,0.7
2013,9,26,316,25,65,1600,103,20.2,1003.6,12.7,0,SE,1.2
2013,9,22,306,24,64,1600,126,20.5,1003.5,13,0,ESE,0.8
2013,9,17,287,26,47,1500,157,20.3,1003.7,13,0,SE,0.6
2013,9,20,283,27,43,1400,160,19.6,1004,14,0,SSW,0.8
2013,9,19,289,26,45,1500,155,17.1,1004.4,14.2,0,WNW,0.8
2013,9,22,290,26,46,NA,122.094,15.3,1005,13.8,0,W,0.8
2013,9,24,280,8.8536,64.4642,NA,88.2504,14.7,1005.9,13.7,0,W,0.5
2013,9,21,285,7.14,81.9147,NA,57.4056,14.2,1006.3,13.4,0,W,0.5
2013,9,26,309,6.2832,105.3189,NA,34.9146,14.1,1006.8,13.5,0,N,0.8
2013,9,26,326,4.8552,138.3722,NA,1.4994,15.9,1007.2,13.6,0,NNE,0.8
2013,9,23,292,7,150,2200,1,15.5,1007.2,13.3,0,NE,0.5
2013,9,21,295,10,123,1900,15,14.1,1007.2,13.3,0,WNW,0.8
2013,9,25,303,9,129,1900,9,14.2,1007.5,13.4,0,WNW,0.9
2013,9,25,320,8,140,2000,1,14.6,1007.7,13.3,0,NE,0.6
2013,9,23,295,7,126,1900,1,15,1007.8,13.9,0,NNW,0.8
2013,9,23,282,8,92,1700,22,14.9,1008.4,13.8,0,WNW,0.8
2013,9,19,273,7,84,1600,29,14.4,1009.2,13.6,0,NNE,0.4
2013,9,12,248,9,71,1500,43,15.6,1010.2,14.6,0,NNW,0.5
2013,9,10,252,9,89,1500,21,17.9,1011,14,0,ENE,1.4
2013,9,6,253,11,96,1700,8,18.5,1011.8,14.4,0,NE,2
2013,9,NA,231,16,98,2000,4,18.6,1012.4,14.3,0,E,0.6
2013,9,NA,213,23,96,2300,3,18.6,1012.5,14.5,0,NE,1.4
2013,9,NA,179,29,89,2200,18,19,1012.3,14.5,0,NE,1.3
2013,9,NA,179,29,89,2200,18,19.4,1011.9,14.4,0,NNE,1.9
2013,9,206,186,29,92,2000,36,19.6,1011.5,14.6,0,ENE,1.4
2013,9,200,214,29,85,1900,54,19.6,1011.4,14.8,0,NNE,1.1
2013,9,200,207,30,74,1800,65,19.6,1011.3,14.6,0,NNE,0.9
2013,9,213,224,23,83,1700,58,19.7,1011.5,14.7,0,NE,1.6
2013,9,185,186,26,79,1700,61,19.4,1011.6,14.6,0,NW,0.8
2013,9,172,181,24,79,1700,58,19.4,1012.1,14.2,0,NW,0.7
2013,9,168,178,23,89,1800,42,19.3,1012.7,14.5,0,NE,1
2013,9,167,178,23,89,1800,42,18.9,1013.2,15,0,NW,0.8
2013,9,177,177,23,86,1800,30,18.3,1013.2,15.4,0,NW,0.8
2013,9,170,180,15,104,1800,5,18.1,1013.2,15.5,0,NE,0.5
2013,9,167,180,15,105,1800,4,17.6,1013.2,15.8,0,E,0
2013,9,157,170,19,100,1800,6,17.1,1013,15.8,0,S,0
2013,9,170,170,12,100,1800,1,16.5,1012.7,15.4,0,ENE,0.6
2013,9,166,167,7,101,1900,1,16.4,1012.6,15.6,0,ENE,0
2013,9,172,185,6,100,2000,1,15.8,1012.5,15.3,0,S,0.2
2013,9,169,223,8,100,1700,1,16.5,1012.8,16.2,0,ESE,0
2013,9,155,176,6,85,1600,1,17.1,1013,16.6,0,N,0
2013,9,135,151,6,80,1400,1,17.8,1013.1,17.2,0,ESE,1.2
2013,9,112,100,6,71,1300,1,18.1,1013.5,17.1,0,S,1.1
2013,9,107,82,7,69,1400,1,18.6,1013.7,17.3,0,SSW,0.7
2013,9,97,115,9,70,1500,1,18.7,1013.6,17,0,SW,0.6
2013,9,119,140,15,74,1700,11,19.3,1013.4,17.1,0,S,1.4
2013,9,138,147,22,74,1800,25,19.9,1012.9,17.1,0,SSW,1.2
2013,9,144,124,39,54,1800,58,20.9,1011.9,17.3,0,SSW,2
2013,9,140,116,52,46,1900,75,20.7,1011.5,17.1,0,SSW,1.9
2013,9,110,114,56,50,1700,74,20.9,1010.9,17.3,0,WSW,0.9
2013,9,136,138,47.9808,72.4709,NA,49.9086,20.5,1010.7,17.3,0,SSW,0.7
2013,9,126,114,56,50,1700,74,20.1,1010.7,17.5,0,W,0.5
2013,9,128,144,45.4104,66.1066,NA,56.3346,18.5,1010.9,17.3,0,W,0.7
2013,9,157,232,18.2784,100.1864,NA,7.0686,17.5,1010.9,16.9,0,NW,0.5
2013,9,168,199,9.1392,104.703,NA,NA,17.2,1011.1,16.7,0,WNW,0.5
2013,9,168,224,5.4264,103.8818,NA,NA,17,1011.4,16.7,0,WSW,0.7
2013,9,198,206,4.8552,105.3189,NA,NA,17.1,1011.2,16.8,0,WNW,0.8
2013,9,185,196,4.8552,102.2394,NA,NA,17.4,1010.9,17.2,0,E,0
2013,9,188,195,5.1408,95.8751,NA,NA,17.3,1010.4,17.1,0,W,1.1
2013,10,193,206,5.9976,99.3652,NA,NA,17.9,1009.9,17.4,0,NE,1.5
2013,10,195,201,5.4264,102.2394,NA,NA,18.7,1009.7,16.8,0,NNE,1.1
2013,10,175,187,9.7104,106.1401,NA,NA,18.7,1009.3,16.8,0,NE,0.5
2013,10,166,202,9.1392,98.1334,NA,NA,18.6,1008.9,16.9,0,ENE,0
2013,10,168,211,7.9968,NA,NA,NA,18.5,1009.2,17.2,0,W,1.3
2013,10,160,221,7.14,83.3518,NA,NA,18,1008.6,17.4,2.1,NE,1
2013,10,150,199,5.4264,74.5239,NA,NA,17.8,1008.7,17.3,5.3,ENE,2.6
2013,10,130,147,3.4272,62.8218,NA,NA,17.9,1009.8,17.4,0.2,ESE,0.6
2013,10,104,108,4.5696,66.1066,NA,NA,17.9,1009.8,16.8,0.2,ENE,1.5
2013,10,104,43,2.856,64.6695,NA,NA,17.5,1010.6,16.2,1.9,NNE,0.5
2013,10,74,74,1.1424,57.0734,NA,8.1396,17.2,1010.6,16.2,2.7,E,1.9
2013,10,30,30,0.2856,41.4706,NA,33.4152,18.1,1010,16.1,0.1,NE,3.1
2013,10,26,26,NA,52.7621,NA,28.7028,19.8,1009.2,15.6,0,ENE,3
2013,10,22,22,1.7136,33.2586,NA,53.3358,22.2,1008.7,14.6,0,E,2.8
2013,10,17,17,2.2848,16.2187,NA,74.97,22.7,1008.9,13.2,0,ENE,2
2013,10,12,12,2,14,NA,81.8244,22.4,1009.6,12.9,0,ENE,1.7
2013,10,8,8,1,14,NA,82.6812,23.3,1010.1,14,0,SW,0.6
2013,10,8,8,1,16,NA,76.8978,18.2,1010.6,14.5,0,SSW,0.5
2013,10,14,41,1,28,NA,50.1228,15.8,1011.5,14.3,0,SW,0.7
2013,10,19,63,1,60,NA,10.4958,15,1012.5,14.2,0,WNW,0.8
2013,10,37,65,1,75,NA,NA,14.8,1013.6,14.3,0,S,1.1
2013,10,41,64,1,75,1200,1,16.1,1014.3,14.3,0,S,1.1
2013,10,34,46,2,49,800,17,15.6,1014.9,14.3,0,WSW,1.7
2013,10,31,46,1,49,800,12,14.2,1015.4,13.7,0,NNE,1.4
2013,10,31,4,1,56,700,4,13.2,1015.5,12.7,0,ENE,0.8
2013,10,28,28,1,58,700,1,12.2,1015.8,11.9,0,WSW,0
2013,10,30,49,1,51,700,1,11.1,1015.8,10.8,0,NNW,0.5
2013,10,28,49,1,47,700,1,14.3,1016.1,2.5,0,WNW,2.2
2013,10,17,17,2,42,500,14,15.4,1016.4,1.5,0,W,2.4
2013,10,9,9,3,20,300,33,15.4,1016.5,0,0,NW,2.1
2013,10,9,9,8,8,300,57,15.5,1017.1,1.2,0,W,2.8
2013,10,6,6,13,15,300,49,17.1,1017.6,2.3,0,WNW,2
2013,10,5,5,16,23,400,39,18.4,1017.7,0.9,0,N,2.6
2013,10,10,10,18,22,400,42,19.4,1017.4,0.9,0,NNE,2.4
2013,10,4,4,11,15,300,55,20.1,1016.9,0.5,0,NE,1.9
2013,10,3,3,7,11,300,66,21.2,1015.9,1.4,0,SE,0.6
2013,10,3,3,12,14,300,68,22.4,1014.6,0.2,0,WNW,1.6
2013,10,11,11,9,11,300,78,23.1,1013.6,1.4,0,S,2
2013,10,6,6,6,10,300,86,23.3,1013.1,2.2,0,SSW,2
2013,10,3,6,8,18,300,83,22.9,1012.6,3.4,0,SSW,2.8
2013,10,14,35,7,19,300,97,22,1011.9,3.1,0,SSW,2.5
2013,10,10,55,6,23,400,110,19.6,1011.5,4.5,0,SSW,1.4
2013,10,17,56,8,38,400,87,18.3,1011.5,5.5,0,SW,2
2013,10,24,99,9,63,600,50,16.2,1011.7,5.8,0,SW,1.4
2013,10,31,104,9,73,600,25,16.8,1012,6,0,WSW,2.4
2013,10,34,81,10,79,600,14,13.9,1011.8,7.6,0,W,1.1
2013,10,41,136,9,87,700,1,12.3,1011.6,8.8,0,W,1.1
2013,10,40,109,9,91,700,1,10.4,1011.4,9,0,W,0.4
2013,10,39,126,8,89,800,1,9.6,1011.7,8.7,0,ESE,0.5
2013,10,44,112,7,81,800,1,13,1011.7,7.4,0,NE,1.1
2013,10,38,90,7,76,900,1,12.9,1011.5,7.1,0,NE,1.4
2013,10,43,77,8,79,900,1,13.1,1011.4,6.9,0,NE,2
2013,10,44,68,10,75,700,1,12.7,1011.8,6.7,0,NE,1.5
2013,10,40,69,9,67,600,1,11.7,1012.2,6.8,0,E,1.3
2013,10,21,31,7,58,500,1,12.6,1013.1,6.8,0,ENE,1.3
2013,10,25,72,7,60,600,1,14.7,1013.7,7.7,0,NNE,1.1
2013,10,51,109,15,65,1000,2,16,1014.2,7,0,E,3
2013,10,66,141,43,71,1800,7,17,1014,7.9,0,ENE,2.8
2013,10,82,186,86,77,3100,16,18.3,1013.3,8.3,0,NE,2.1
2013,10,107,221,102,81,3800,30,19.2,1012.9,8.8,0,ENE,2.2
2013,10,114,207,104,77,3600,60,20.1,1011.9,8.7,0,E,3.3
2013,10,110,197,92,67,3300,80,20.5,1010.9,9.4,0,E,3.6
2013,10,106,180,82,59,2900,92,21.1,1010.2,10.6,0,NE,1.8
2013,10,94,188,52,52,2200,104,21.7,1009.8,11.7,0,SSW,1.7
2013,10,92,181,43,55,2100,105,20.6,1009.3,12.6,0,W,1.1
2013,10,92,194,33,56,1800,94,16.6,1009.1,13.9,0,WSW,0.9
2013,10,75,167,20,56,1500,69,15.8,1009.7,13.5,0,ENE,0.7
2013,10,59,137,15,49,1100,70,17.2,1010.2,14.7,0,SSE,0.8
2013,10,48,101,11,42,900,65,17.4,1010.4,14.7,0,E,2.1
2013,10,44,75,8,39,900,58,16.5,1010.3,14.1,0,E,1.5
2013,10,43,51,8,43,800,48,15.3,1010,13.5,0,E,0.7
2013,10,41,51,8,52,900,30,15.3,1009.5,12.8,0,E,1.7
2013,10,37,5,8,48,900,29,15.5,1009.2,11.9,0,E,2.2
2013,10,38,22,12,46,1400,30,15.6,1008.9,11.8,0,E,1.9
2013,10,44,65,14,53,1600,18,15.2,1008.5,11.8,0,E,1.1
2013,10,58,82,30,72,2300,4,12.9,1007.9,11.8,0,E,0.1
2013,10,58,88,22,72,2200,1,12.9,1007.7,11.6,0,NE,0.7
2013,10,55,85,14,65,2000,1,12,1007.7,11.4,0,SW,0
2013,10,57,82,11,66,2000,1,12,1007.9,11.7,0,N,0
2013,10,61,98,15,68,2300,1,14,1008.4,13.2,0,ESE,0.6
2013,10,73,122,31,70,2800,3,16.7,1008.6,12.2,0,ENE,1
2013,10,81,150,51,75,3000,6,18,1008.5,12.4,0,WNW,1
2013,10,101,157,88,78,3200,20,19.3,1008,12.3,0,SSE,1.2
2013,10,122,188,103,75,3100,43,20.1,1007.3,12.3,0,SSW,1.2
2013,10,132,190,98,84,3000,59,21.4,1006.6,12.8,0,S,1.7
2013,10,153,247,89,100,3300,71,21.8,1005.8,12.9,0,SE,1.9
2013,10,176,275,81,90,3100,113,22,1005.7,13.6,0,SW,1.7
2013,10,179,283,57,74,2500,140,21.8,1005.6,13.9,0,SW,1.7
2013,10,171,258,47,64,2300,153,21.2,1005.6,14.4,0,SSW,0.7
2013,10,172,252,44,71,2200,140,18.1,1005.9,15.5,0,SE,0
2013,10,182,296,23,79,2400,93,16.5,1006.6,15.4,0,E,0
2013,10,200,258,12,101,2700,48,15.9,1007.3,15.1,0,WNW,0.6
2013,10,233,269,8,113,2600,24,15.6,1008.1,15,0,W,0.8
2013,10,297,338,8,145,3000,8,15.1,1008.6,14.6,0,W,0.6
2013,10,376,389,10,126,2900,29,14.7,1008.8,14.4,0,WSW,0.5
2013,10,379,400,8,102,2800,27,14.5,1009,14.2,0,ENE,0.1
2013,10,378,391,6,90,2800,25,14.3,1009.3,14,0,NNE,0
2013,10,350,390,6,119,3000,8,14.1,1009.7,13.9,0,ENE,0
2013,10,300,356,6,139,3300,1,13.7,1009.6,13.5,0,W,0.8
2013,10,303,313,5,124,3300,1,13.4,1010,13.2,0,NE,0
2013,10,294,307,5,119,3200,1,13.2,1010.7,13,0,NNE,0
2013,10,251,267,6,114,3200,1,13.4,1011.2,13.2,0,WNW,0.6
2013,10,255,264,6,106,3000,1,13.6,1011.8,13.4,0,WNW,0.6
2013,10,270,290,7,99,2900,1,15.2,1012.5,15,0,WNW,0.5
2013,10,283,334,9,92,2700,1,17.4,1013.4,13.7,0,NE,1.7
2013,10,307,329,17,93,2700,8,19,1013.9,13.4,0,ENE,1.9
2013,10,315,354,37,93,2700,22,20.1,1013.9,13.1,0,NNE,1.7
2013,10,323,380,56,109,2700,33,21.2,1013.7,13.4,0,ENE,2.6
2013,10,339,401,60,117,2600,57,22.2,1013,13.5,0,NE,1.6
2013,10,356,429,48,126,2600,84,23.1,1012.9,13.8,0,S,1.2
2013,10,319,364,45,94,2000,145,23.3,1013,13.5,0,SE,1
2013,10,319,364,45,94,2100,172,23.3,1013.1,13.7,0,ESE,1.5
2013,10,295,364,40,90,2100,156,21.5,1013.3,15.8,0,WSW,0.6
2013,10,252,315,28,61,1800,154,17.9,1013.9,15.9,0,WNW,0.7
2013,10,254,279,15,79,1900,101,16.5,1014.5,15.4,0,W,0.7
2013,10,265,296,8,98,2300,53,15.9,1015.4,15.1,0,W,0.9
2013,10,308,335,5,136,3000,8,15.8,1015.9,15.2,0,WNW,0.8
2013,10,338,362,5,161,3600,1,15.1,1016.5,14.6,0,W,0.8
2013,10,300,294,4,153,3300,1,14.5,1016.7,14.2,0,ESE,0
2013,10,270,244,4,145,3100,1,14.1,1016.9,13.8,0,E,0
2013,10,255,258,4,136,3100,1,13.8,1016.8,13.6,0,W,0.6
2013,10,292,295,3,133,2900,1,13.4,1016.6,13.2,0,W,0.6
2013,10,297,299,3,130,2900,1,13.1,1016.3,12.9,0,E,0.2
2013,10,287,323,3,118,3000,1,12.6,1016.3,12.4,0,ENE,0
2013,10,229,323,3,107,2300,1,12.6,1016.6,12.4,0,NE,0
2013,10,186,155,6,89,2200,1,14,1016.9,14,0,ENE,1.1
2013,10,170,222,9,76,2700,5,15.6,1017.2,15.6,0,E,1.3
2013,10,175,226,10,89,2900,1,16.3,1017.7,15.8,0,NE,0.4
2013,10,180,228,11,91,2800,1,17,1017.7,15.3,0,NE,1.4
2013,10,174,175,11,89,3000,1,17.7,1018,15.5,0,NNW,1.2
2013,10,229,241,11,86,3900,1,18.2,1017.6,15.4,0,NE,1.3
2013,10,140,241,12,59,2600,21,18.7,1016.9,15.6,0,E,2.2
2013,10,92,128,15,67,2600,21,18.5,1016,15.7,0,ENE,2.1
2013,10,170,199,12,75,3100,10,19.2,1015.4,16.1,0,SE,1.2
2013,10,156,199,25,59,2600,57,20.4,1014.8,15.8,0,S,1.3
2013,10,131,142,37,61,2400,78,20.7,1014,15.5,0,S,1.6
2013,10,135,156,40,67,2300,86,20.1,1013.4,15.5,0,WSW,1
2013,10,152,167,34,65,2100,85,17.2,1013.9,15.7,0,WNW,1.1
2013,10,149,161,16,67,2200,57,15.9,1014.1,15.1,0,N,0.2
2013,10,135,151,10,87,2400,30,15.4,1014.4,14.9,0,SW,0.4
2013,10,147,166,7,105,2800,9,15.2,1014.7,14.9,0,NE,0
2013,10,173,194,6,119,3100,1,14.9,1014.7,14.6,0,W,0.8
2013,10,170,181,7,113,3200,1,14.7,1014.7,14.5,0,W,0.5
2013,10,152,163,5,97,3200,1,14.5,1014.6,14.3,0,SW,0.6
2013,10,147,160,4,92,3200,1,14.2,1014.7,14,0,E,0
2013,10,139,148,5,87,3000,1,13.9,1014.6,13.7,0,WNW,0.6
2013,10,148,148,6,73,2900,1,13.6,1014.1,13.4,0,NW,0.4
2013,10,128,131,5,74,2700,1,14.6,1014.3,14.6,0,NNE,1
2013,10,146,175,6,74,2700,1,13.9,1014.8,13.7,0,NNE,0.9
2013,10,132,150,8,82,2300,1,13.4,1015.1,13.2,0,SSE,0.5
2013,10,131,143,9,79,2200,1,15.6,1015.6,14.1,0,E,1.4
2013,10,145,143,9,83,2100,1,17.6,1016.6,13.1,0,NE,3.2
2013,10,128,138,12,75,2000,10,19.8,1017,9.1,0,NNW,2.1
2013,10,128,138,12,75,1400,27,22.1,1017.2,6.7,0,NE,3.2
2013,10,23,23,11,20,500,56,23.2,1017,3.7,0,NNE,3.8
2013,10,19,19,12,21,500,60,24.2,1016.7,3.5,0,NE,3.8
2013,10,24,24,10,19,500,66,25,1015.8,2.4,0,NE,3.1
2013,10,24,45,10,19,500,76,25.6,1015,2.9,0,NE,2.8
2013,10,25,52,9,22,500,91,25.4,1015.1,5,0,E,2.7
2013,10,4,14,7,20,500,95,24.8,1015.1,4,0,E,2.9
2013,10,3,6,7,22,400,88,23.9,1015.2,4.3,0,E,2.2
2013,10,20,21,7,28,400,78,20,1015.3,9.3,0,NNE,0.5
2013,10,22,67,7,39,500,55,18.7,1015.9,10.3,0,WNW,1.2
2013,10,33,71,7,61,700,27,18.6,1015.8,10.4,0,ESE,0.4
2013,10,34,89,7,73,800,14,18.9,1016.8,6,0,E,1.9
2013,10,43,64,10,94,1000,7,19.3,1018.2,12.3,0,SW,0.8
2013,10,85,362,17,66,1300,64,18.9,1017.8,12.4,0,SSE,1
2013,10,77,191,15,60,1100,56,18,1017.7,13.1,0,E,1
2013,10,65,127,17,62,1000,55,16.6,1017.7,14.4,0,E,0.6
2013,10,58,163,12,55,900,50,17.8,1017.2,11.4,0,NE,1.3
2013,10,47,163,17,39,800,59,16.2,1016.6,11.8,0,N,0.5
2013,10,36,7,19,34,600,56,14.5,1016.7,12.5,0,E,0.6
2013,10,28,47,13,31,500,48,13.7,1016.5,12.3,0,W,0.5
2013,10,25,29,12,37,600,38,13.3,1017,12.2,0,W,0.8
2013,10,27,35,10,35,800,35,13.5,1016.9,11.5,0,NNE,0.2
2013,10,33,35,13,48,900,26,16,1017.1,9,0,SW,1.7
2013,10,16,17,25,63,1200,15,17,1017.1,6.8,0,SW,2.1
2013,10,41,68,34,64,1200,18,18,1016.4,7.1,0,SW,2
2013,10,48,83,42,67,1400,21,19.2,1015.4,8.5,0,SW,1.4
2013,10,54,110,59,73,2000,24,19.8,1014.2,7.2,0,SW,2.9
2013,10,59,113,62,56,1800,57,20.7,1012.6,8.3,0,SSW,1.9
2013,10,49,80,50,37,1400,85,21.1,1011.3,8,0,S,1.8
2013,10,51,96,54,34,1400,99,21.6,1010.4,10.1,0,SW,3
2013,10,42,101,37,27,1000,116,21.3,1009.4,11.6,0,WSW,3.1
2013,10,42,101,37,27,1000,117,20.5,1008.8,12.2,0,SW,1.3
